date,youbi,month,SKUcode,item,urisuu,urikin,nesage,nine_urisuu,nine_urikin,nine_nesage,ten_urisuu,ten_urikin,ten_nesage,eleven_urisuu,eleven_urikin,eleven_nesage,noon_urisuu,noon_urikin,noon_nesage,one_urisuu,one_urikin,one_nesage,two_urisuu,two_urikin,two_nesage,three_urisuu,three_urikin,three_nesage,four_urisuu,four_urikin,four_nesage,five_urisuu,five_urikin,five_nesage,six_urisuu,six_urikin,six_nesage,seven_urisuu,seven_urikin,seven_nesage,eight_urisuu,eight_urikin,eight_nesage,pm_nine_urisuu,pm_nine_urikin,pm_nine_nesage,pm_ten_urisuu,pm_ten_urikin,pm_ten_nesage,pm_eleve_urisuu,pm_eleven_urikin,pm_eleven_nesage
2017年11月18日(土),土,11月,92851023,三元豚のソースカツ重,6,2488,4,,,,,,,,,,2,996,0,,,,,,,1,448,1,1,448,1,1,298,1,,,,1,298,1,,,,,,,,,,,,
2017年11月19日(日),日,11月,92851023,三元豚のソースカツ重,6,2588,4,,,,1,498,0,,,,,,,1,498,0,1,448,1,,,,2,846,2,1,298,1,,,,,,,,,,,,,,,,,,
2017年11月20日(月),月,11月,92851023,三元豚のソースカツ重,6,1938,6,,,,,,,,,,,,,,,,,,,1,448,1,,,,3,894,3,2,596,2,,,,,,,,,,,,,,,
2017年11月21日(火),火,11月,92851023,三元豚のソースカツ重,6,1939,5,,,,,,,,,,,,,1,498,0,,,,,,,,,,,,,2,596,2,2,596,2,,,,1,249,1,,,,,,
2017年11月22日(水),水,11月,92851023,三元豚のソースカツ重,6,2688,3,,,,1,498,0,1,498,0,1,498,0,,,,,,,2,896,2,1,298,1,,,,,,,,,,,,,,,,,,,,,
2017年11月23日(木),木,11月,92851023,三元豚のソースカツ重,12,4376,9,,,,1,498,0,1,498,0,,,,1,498,0,,,,,,,2,796,2,3,894,3,4,1192,4,,,,,,,,,,,,,,,
2017年11月24日(金),金,11月,92851023,三元豚のソースカツ重,10,3830,8,,,,1,498,0,,,,,,,1,498,0,2,896,2,1,448,1,,,,,,,5,1490,5,,,,,,,,,,,,,,,
2017年11月25日(土),土,11月,92851023,三元豚のソースカツ重,6,2738,2,,,,,,,4,1992,0,,,,,,,1,448,1,,,,,,,,,,1,298,1,,,,,,,,,,,,,,,
2017年11月26日(日),日,11月,92851023,三元豚のソースカツ重,6,2888,2,,,,1,498,0,1,498,0,1,498,0,1,498,0,1,448,1,,,,1,448,1,,,,,,,,,,,,,,,,,,,,,
2017年11月27日(月),月,11月,92851023,三元豚のソースカツ重,6,2188,5,,,,,,,1,498,0,,,,,,,,,,,,,,,,2,796,2,1,298,1,1,298,1,1,298,1,,,,,,,,,
2017年11月28日(火),火,11月,92851023,三元豚のソースカツ重,6,2488,4,,,,,,,1,498,0,1,498,0,,,,1,448,1,1,448,1,,,,2,596,2,,,,,,,,,,,,,,,,,,
2017年11月29日(水),水,11月,92851023,三元豚のソースカツ重,6,2288,4,,,,,,,,,,2,996,0,,,,,,,,,,1,398,1,3,894,3,,,,,,,,,,,,,,,,,,
2017年11月30日(木),木,11月,92851023,三元豚のソースカツ重,6,2438,5,,,,,,,1,498,0,,,,1,448,1,1,448,1,1,448,1,,,,,,,1,298,1,,,,1,298,1,,,,,,,,,
2017年12月01日(金),金,12月,92851023,三元豚のソースカツ重,6,2738,3,,,,,,,1,498,0,2,996,0,,,,,,,1,448,1,,,,,,,1,398,1,,,,1,398,1,,,,,,,,,
2017年12月02日(土),土,12月,92851023,三元豚のソースカツ重,6,1988,5,,,,,,,,,,,,,1,498,0,,,,,,,,,,,,,5,1490,5,,,,,,,,,,,,,,,
2017年12月03日(日),日,12月,92851023,三元豚のソースカツ重,6,2538,5,,,,,,,,,,,,,,,,,,,,,,1,498,0,1,448,1,2,796,2,1,398,1,1,398,1,,,,,,,,,
2017年12月04日(月),月,12月,92851023,三元豚のソースカツ重,6,2188,4,,,,,,,,,,2,996,0,,,,,,,,,,,,,2,596,2,2,596,2,,,,,,,,,,,,,,,
2017年12月05日(火),火,12月,92851023,三元豚のソースカツ重,6,1938,6,,,,,,,,,,,,,,,,,,,1,448,1,,,,2,596,2,3,894,3,,,,,,,,,,,,,,,
2017年12月06日(水),水,12月,92851023,三元豚のソースカツ重,6,2438,4,,,,1,498,0,,,,1,498,0,,,,,,,1,448,1,,,,1,398,1,1,298,1,1,298,1,,,,,,,,,,,,
2017年12月07日(木),木,12月,92851023,三元豚のソースカツ重,6,1788,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,894,3,2,596,2,1,298,1,,,,,,,,,
2017年12月08日(金),金,12月,92851023,三元豚のソースカツ重,6,2088,6,,,,,,,,,,,,,1,448,1,1,448,1,,,,,,,2,596,2,1,298,1,1,298,1,,,,,,,,,,,,
2017年12月09日(土),土,12月,92851023,三元豚のソースカツ重,6,2438,5,,,,,,,1,498,0,,,,,,,,,,1,448,1,2,796,2,2,696,2,,,,,,,,,,,,,,,,,,
2017年12月10日(日),日,12月,92851023,三元豚のソースカツ重,6,2788,3,,,,1,498,0,1,498,0,1,498,0,,,,1,448,1,,,,,,,2,846,2,,,,,,,,,,,,,,,,,,
2017年12月11日(月),月,12月,92851023,三元豚のソースカツ重,6,2338,5,,,,,,,1,498,0,,,,1,448,1,,,,,,,1,398,1,3,994,3,,,,,,,,,,,,,,,,,,
2017年12月12日(火),火,12月,92851023,三元豚のソースカツ重,6,2088,6,,,,,,,,,,,,,,,,1,448,1,1,448,1,,,,2,596,2,1,298,1,1,298,1,,,,,,,,,,,,
2017年12月13日(水),水,12月,92851023,三元豚のソースカツ重,6,2588,4,,,,,,,1,498,0,1,498,0,,,,2,896,2,,,,1,398,1,1,298,1,,,,,,,,,,,,,,,,,,
2017年12月14日(木),木,12月,92851023,三元豚のソースカツ重,6,2538,3,,,,,,,2,996,0,,,,1,498,0,,,,1,448,1,,,,2,596,2,,,,,,,,,,,,,,,,,,
2017年12月15日(金),金,12月,92851023,三元豚のソースカツ重,6,2888,2,,,,,,,,,,2,996,0,1,498,0,2,946,1,1,448,1,,,,,,,,,,,,,,,,,,,,,,,,
2017年12月16日(土),土,12月,92851023,三元豚のソースカツ重,7,2686,7,,,,,,,,,,,,,,,,,,,3,1344,3,1,448,1,3,894,3,,,,,,,,,,,,,,,,,,
2017年12月17日(日),日,12月,92851023,三元豚のソースカツ重,6,2688,3,,,,,,,1,498,0,1,498,0,1,498,0,,,,,,,2,796,2,1,398,1,,,,,,,,,,,,,,,,,,
2017年12月18日(月),月,12月,92851023,三元豚のソースカツ重,6,2289,3,1,498,0,1,498,0,,,,1,498,0,,,,,,,,,,,,,,,,1,298,1,,,,,,,1,298,1,1,199,1,,,
2017年12月19日(火),火,12月,92851023,三元豚のソースカツ重,6,2488,4,,,,,,,,,,1,498,0,1,498,0,1,448,1,1,448,1,,,,,,,2,596,2,,,,,,,,,,,,,,,
2017年12月20日(水),水,12月,92851023,三元豚のソースカツ重,6,2538,3,,,,,,,,,,3,1494,0,,,,1,448,1,,,,,,,,,,,,,1,298,1,1,298,1,,,,,,,,,
2017年12月21日(木),木,12月,92851023,三元豚のソースカツ重,6,2288,4,,,,,,,2,996,0,,,,,,,,,,,,,,,,3,994,3,1,298,1,,,,,,,,,,,,,,,
2017年12月22日(金),金,12月,92851023,三元豚のソースカツ重,6,2588,5,,,,,,,1,498,0,,,,,,,2,896,2,1,448,1,1,448,1,,,,1,298,1,,,,,,,,,,,,,,,
2017年12月23日(土),土,12月,92851023,三元豚のソースカツ重,6,2138,5,,,,1,498,0,,,,,,,,,,1,448,1,,,,,,,2,596,2,2,596,2,,,,,,,,,,,,,,,
2017年12月24日(日),日,12月,92851023,三元豚のソースカツ重,6,2388,3,,,,,,,1,498,0,1,498,0,1,498,0,,,,,,,,,,,,,,,,2,596,2,1,298,1,,,,,,,,,
2017年12月25日(月),月,12月,92851023,三元豚のソースカツ重,6,1988,5,,,,,,,,,,1,498,0,,,,,,,,,,,,,2,596,2,3,894,3,,,,,,,,,,,,,,,
2017年12月26日(火),火,12月,92851023,三元豚のソースカツ重,6,2688,3,,,,,,,,,,3,1494,0,,,,1,448,1,,,,1,448,1,1,298,1,,,,,,,,,,,,,,,,,,
2017年12月27日(水),水,12月,92851023,三元豚のソースカツ重,6,2338,4,,,,,,,,,,,,,2,996,0,,,,,,,1,448,1,1,298,1,2,596,2,,,,,,,,,,,,,,,
2017年12月28日(木),木,12月,92851023,三元豚のソースカツ重,6,2688,3,,,,,,,1,498,0,,,,2,996,0,1,448,1,1,448,1,,,,1,298,1,,,,,,,,,,,,,,,,,,
2017年12月29日(金),金,12月,92851023,三元豚のソースカツ重,6,2888,2,,,,,,,1,498,0,2,996,0,1,498,0,1,448,1,1,448,1,,,,,,,,,,,,,,,,,,,,,,,,
2017年12月30日(土),土,12月,92851023,三元豚のソースカツ重,6,2788,3,,,,1,498,0,1,498,0,1,498,0,2,896,2,,,,,,,,,,,,,,,,,,,,,,1,398,1,,,,,,
2017年12月31日(日),日,12月,92851023,三元豚のソースカツ重,6,2589,2,,,,,,,2,996,0,1,498,0,1,498,0,,,,,,,1,448,1,,,,,,,1,149,1,,,,,,,,,,,,
